MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,PoolArea,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,houseage,houseremodelage,totalsf,totalarea,totalbaths,totalporchsf
60,RL,70.0,11184,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,TA,TA,CBlock,TA,TA,No,LwQ,192,GasA,Gd,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,TA,Y,0,0,7,WD,Normal,172500,31,31,2409,2601,2.5,243
20,RL,70.0,8414,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,8,Hip,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,TA,TA,No,GLQ,396,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Attchd,RFn,1,TA,Y,0,0,2,WD,Normal,154500,43,3,1731,2127,1.5,192
20,RL,0.0,13284,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Plywood,No,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,319,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,Gd,Attchd,Unf,1,TA,Y,0,0,6,WD,Normal,165000,54,54,2447,2766,2.0,627
90,RL,64.0,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,No,0.0,TA,TA,Slab,No,No,No,Unf,0,GasA,TA,Y,SBrkr,0,4,2,TA,8,Typ,0,No,Attchd,Unf,2,TA,Y,0,0,6,WD,Alloca,118858,30,30,1535,1535,2.0,0
60,RL,71.0,7056,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,TA,TA,CBlock,TA,TA,No,BLQ,380,GasA,TA,Y,SBrkr,0,4,1,TA,8,Typ,1,TA,Attchd,RFn,2,TA,Y,0,0,10,WD,Normal,140000,45,45,2196,2576,2.5,50
30,RM,50.0,8765,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,666,GasA,Ex,N,SBrkr,0,2,1,TA,6,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,4,WD,Abnorml,106500,70,56,1236,1902,1.0,28
90,RL,64.0,7018,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,Gable,CompShg,Plywood,Plywood,No,0.0,TA,TA,Slab,No,No,No,Unf,0,GasA,TA,Y,SBrkr,0,6,2,TA,12,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,6,WD,Alloca,142953,30,30,2240,2240,2.0,154
20,RL,100.0,12919,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,760.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,142,GasA,Ex,Y,SBrkr,0,2,1,Ex,11,Typ,2,Gd,Attchd,Fin,3,TA,Y,0,0,3,New,Partial,611657,1,0,4552,4694,3.5,67
20,RL,65.0,6993,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,Plywood,No,0.0,TA,TA,CBlock,TA,TA,No,BLQ,447,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,Unf,1,TA,Y,0,0,6,WD,Normal,135000,45,12,1701,2148,1.0,0
20,RL,0.0,7340,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,TA,TA,No,ALQ,536,GasA,TA,Y,SBrkr,0,2,1,TA,4,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,6,WD,Normal,110000,36,36,1180,1716,1.0,0
20,RL,64.0,8712,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,MetalSd,MetalSd,No,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,132,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,5,WD,Normal,153000,52,9,2166,2298,2.0,0
60,RL,63.0,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,783,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,TA,Y,0,0,7,WD,Normal,180000,3,3,1509,2292,2.5,75
20,RL,50.0,14859,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,27.0,Gd,TA,PConc,Gd,TA,No,Unf,1670,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3,TA,Y,0,0,8,New,Partial,240000,0,0,1670,3340,2.0,204
20,RL,0.0,6173,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75.0,TA,TA,CBlock,TA,TA,No,GLQ,277,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,8,WD,Normal,125500,40,40,1501,1778,1.0,0
20,RL,80.0,9920,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,TA,TA,CBlock,TA,TA,No,Rec,412,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Attchd,RFn,1,TA,Y,0,0,2,WD,Normal,128000,56,56,1707,2119,2.0,164
20,RL,116.0,13501,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,208.0,Gd,TA,PConc,Gd,TA,No,GLQ,1560,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,3,TA,Y,0,0,6,WD,Normal,255000,1,1,1699,3259,3.0,60
50,RL,86.0,11500,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,BrkFace,BrkFace,No,0.0,Gd,TA,CBlock,Gd,TA,No,Rec,794,GasA,Gd,Y,SBrkr,0,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,1,Fa,Y,0,0,6,WD,Normal,250000,70,19,2280,3074,1.5,322
20,RL,0.0,8885,Pave,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,239,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,0,No,Attchd,Unf,2,TA,Y,0,0,6,WD,Normal,131000,23,23,1527,1766,2.0,164
60,RL,149.0,12589,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,742,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,TA,Y,0,0,6,WD,Normal,174000,4,4,1484,2226,2.5,60
90,RL,80.0,11600,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,TA,TA,CBlock,TA,TA,No,Rec,662,GasA,TA,Y,FuseA,0,5,2,TA,12,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,1,WD,Normal,154300,50,50,2717,3379,2.0,0
20,RL,0.0,9286,Pave,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,Plywood,No,0.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,1072,GasA,TA,Y,SBrkr,0,3,1,Gd,5,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,10,WD,Normal,143500,32,20,1464,2536,1.5,173
30,RM,51.0,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,BrkTil,TA,TA,No,Rec,279,GasA,TA,N,SBrkr,0,3,1,TA,6,Min1,0,No,Detchd,Unf,1,TA,Y,0,620,7,WD,Abnorml,88000,81,56,1504,1783,1.0,232
90,RH,82.0,6270,Pave,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,BLQ,717,GasA,TA,N,FuseA,0,4,2,TA,8,Typ,0,No,2Types,Unf,3,TA,Y,0,0,8,WD,Normal,145000,58,57,2286,3003,2.0,0
160,FV,30.0,3000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,GLQ,318,GasA,Ex,Y,SBrkr,0,2,1,Gd,4,Typ,0,No,Detchd,RFn,2,TA,Y,0,0,6,New,Partial,173733,0,0,1518,1836,2.5,234
160,RM,21.0,2001,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,5,Gable,CompShg,CemntBd,CmentBd,BrkFace,80.0,TA,TA,CBlock,TA,TA,No,Unf,546,GasA,Fa,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,1,WD,Normal,75000,37,37,1092,1638,1.5,0
20,C (all),50.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,3,Gable,CompShg,AsbShng,AsbShng,No,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,430,GasA,TA,N,FuseA,0,1,1,TA,4,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,10,WD,Abnorml,35311,57,56,530,960,1.0,0
20,RL,0.0,17140,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,CBlock,TA,TA,No,ALQ,75,GasA,Ex,Y,FuseA,0,3,1,TA,6,Typ,0,No,Attchd,RFn,1,TA,Y,0,0,4,WD,Normal,135000,53,53,2288,2363,1.0,0
60,RL,103.0,13125,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,No,0.0,Gd,TA,PConc,Ex,TA,Mn,BLQ,422,GasA,Ex,Y,SBrkr,0,4,1,Gd,8,Typ,1,TA,Attchd,RFn,3,TA,Y,0,0,11,WD,Normal,238000,16,16,2809,3231,3.5,488
20,RL,87.0,11029,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,Hip,CompShg,MetalSd,MetalSd,No,0.0,Ex,TA,CBlock,Gd,TA,No,ALQ,245,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Min1,1,TA,Attchd,Unf,2,TA,Y,0,0,5,WD,Normal,176500,50,6,2353,2598,2.0,241
60,RL,70.0,8462,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,114,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,7,WD,Normal,201000,13,13,2535,2649,3.0,387
90,RL,67.0,8777,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,ALQ,188,GasA,Gd,Y,SBrkr,0,4,2,TA,9,Typ,0,No,No,No,0,No,N,0,0,9,WD,Normal,145900,108,5,3284,3472,5.0,70
20,RL,65.0,10237,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1288,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,2,TA,Y,0,0,10,New,Partial,169990,1,0,1344,2632,2.0,123
120,RL,50.0,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,Plywood,No,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,598,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,1,Fa,Attchd,RFn,2,TA,Y,0,0,7,WD,Normal,193000,15,14,2623,3221,3.0,69
20,RL,79.0,10240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,Plywood,Plywood,BrkFace,157.0,TA,Gd,CBlock,Gd,TA,No,BLQ,0,GasA,TA,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,TA,Y,0,0,5,WD,Normal,207500,26,26,3372,3372,3.0,515
20,RL,0.0,15611,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,266,GasA,TA,Y,SBrkr,0,3,1,Ex,6,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,3,WD,Abnorml,175000,31,31,1986,2252,2.5,180
60,RL,93.0,11999,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,340.0,Gd,TA,PConc,Gd,TA,No,Unf,1181,GasA,Ex,Y,SBrkr,0,4,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,3,TA,Y,0,0,5,WD,Normal,285000,4,3,2374,3555,2.5,204
60,RL,0.0,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,342.0,TA,TA,CBlock,TA,TA,No,BLQ,280,GasA,Gd,Y,SBrkr,0,4,1,TA,9,Typ,1,Gd,Attchd,RFn,2,TA,Y,0,0,4,WD,Normal,176000,40,40,2530,2810,2.5,43
20,RL,0.0,11838,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,1753,GasA,Ex,Y,SBrkr,0,3,1,Ex,7,Typ,1,TA,Attchd,RFn,2,TA,Y,0,0,6,WD,Normal,236500,8,8,1788,3541,2.0,353
60,RL,0.0,13006,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,TA,TA,PConc,Gd,TA,No,Unf,964,GasA,Gd,Y,SBrkr,0,4,1,Gd,8,Typ,1,TA,BuiltIn,Fin,2,TA,Y,0,0,11,WD,Normal,222000,9,9,2236,3200,2.5,0
20,RL,73.0,8925,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1450,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,Fin,3,TA,Y,0,0,7,WD,Normal,201000,2,2,1482,2932,2.0,118
20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,CBlock,TA,TA,No,BLQ,121,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,7,WD,Normal,117500,44,44,1729,1850,1.5,0
20,RL,84.0,11670,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,RRNn,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,ImStucc,Stone,302.0,Ex,TA,PConc,Ex,Gd,No,Unf,1905,GasA,Ex,Y,SBrkr,0,3,1,Ex,8,Typ,1,Gd,Attchd,Fin,3,TA,Y,0,0,3,WD,Normal,320000,1,1,1905,3810,2.0,191
20,RL,63.0,8487,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1480,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,8,WD,Normal,190000,5,5,1520,3000,2.0,228
30,RL,52.0,5825,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,108.0,TA,Gd,PConc,Fa,TA,Mn,Unf,600,GasA,Gd,Y,SBrkr,0,1,1,TA,5,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,6,WD,Normal,79900,80,53,747,1347,1.0,32
20,RL,67.0,10083,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,343,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,8,WD,Normal,184900,6,6,2033,2376,3.0,41
60,RL,75.0,9675,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,772,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,2,TA,Y,0,0,2,WD,Normal,253000,4,4,2312,3084,2.5,48
60,RL,73.0,8760,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,927,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,RFn,3,TA,Y,0,0,8,New,Partial,239799,0,0,2426,3353,2.5,90
70,RL,0.0,24090,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,1032,GasA,Ex,Y,SBrkr,0,4,1,TA,10,Typ,2,TA,Attchd,Unf,1,TA,Y,0,0,6,COD,Normal,244400,70,60,2403,3435,2.0,374
90,RL,55.0,12640,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,Gable,CompShg,Plywood,Plywood,No,0.0,TA,TA,CBlock,TA,TA,Gd,Rec,396,GasA,TA,Y,SBrkr,0,4,2,TA,8,Typ,0,No,Attchd,Unf,2,TA,Y,0,0,7,WD,Normal,150900,30,30,3060,3456,2.0,40
60,RL,0.0,8755,Pave,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,Gd,TA,PConc,Gd,TA,No,ALQ,220,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,1,TA,BuiltIn,RFn,2,TA,Y,0,0,6,WD,Normal,214000,10,10,2832,3052,3.5,168
90,RL,42.0,7711,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,3,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,0,GasA,TA,Y,SBrkr,0,4,2,TA,8,Typ,0,No,No,No,0,No,N,0,0,8,Oth,Abnorml,150000,30,30,2880,2880,4.0,321
90,RL,100.0,25000,Pave,Reg,Low,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,4,Gable,CompShg,HdBoard,Plywood,No,0.0,TA,TA,CBlock,TA,TA,Av,Unf,1632,GasA,TA,Y,SBrkr,0,4,2,TA,8,Typ,0,No,Attchd,Unf,2,TA,P,0,0,6,WD,Normal,143000,40,40,1632,3264,2.0,0
20,RL,0.0,14375,Pave,IR1,Lvl,NoSeWa,CulDSac,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,541.0,TA,TA,CBlock,TA,TA,No,GLQ,354,GasA,Gd,Y,FuseA,0,3,1,Gd,7,Typ,1,Gd,Basment,RFn,2,TA,Y,0,0,1,COD,Abnorml,137500,51,51,1809,2163,1.5,351
50,RM,98.0,8820,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,Hip,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,0,GasA,TA,Y,SBrkr,120,2,1,TA,7,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,9,WD,Normal,124900,119,13,2837,2957,1.0,292
80,RL,70.0,8163,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,TA,Gd,CBlock,TA,TA,Av,ALQ,102,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,1,TA,Y,0,0,3,WD,Normal,143000,47,47,2186,2288,2.0,86
20,RL,85.0,14536,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,236.0,Gd,TA,PConc,Gd,TA,Av,GLQ,316,GasA,Ex,Y,SBrkr,0,3,1,Gd,9,Typ,1,Gd,Attchd,Fin,3,TA,Y,0,0,11,WD,Normal,270000,5,4,2929,3245,3.0,252
60,RL,65.0,14006,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,TA,PConc,Gd,TA,No,Unf,936,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,TA,Y,0,0,2,WD,Normal,192500,4,4,1776,2712,2.5,240
20,RL,78.0,9360,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,Plywood,Plywood,No,0.0,TA,TA,CBlock,TA,TA,No,ALQ,179,GasA,TA,Y,SBrkr,0,3,1,Gd,5,Typ,1,TA,Attchd,RFn,2,TA,Y,0,0,3,WD,Normal,197500,38,4,2363,2542,2.5,0
20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,CBlock,TA,TA,No,ALQ,317,GasA,Gd,Y,SBrkr,0,3,1,Gd,5,Typ,0,No,Detchd,RFn,2,TA,Y,0,0,7,WD,Normal,129000,57,5,1411,1728,2.0,194
20,RH,60.0,7800,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,CBlock,TA,TA,No,BLQ,187,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,7,WD,Abnorml,119900,41,41,1606,1793,2.0,421
85,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,8,Gable,CompShg,WdShing,HdBoard,No,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,108,GasA,Gd,Y,SBrkr,0,2,1,TA,5,Typ,0,No,Detchd,Fin,1,TA,Y,0,0,4,WD,Normal,133900,37,6,1428,1536,1.5,192
60,RL,0.0,11075,Pave,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,5,4,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,Av,ALQ,29,GasA,Ex,Y,SBrkr,0,4,1,TA,7,Min2,1,Po,Attchd,RFn,2,TA,Y,0,400,9,WD,Normal,172000,39,39,2723,2752,3.0,494
90,RH,82.0,7136,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,6,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,423.0,TA,TA,CBlock,Gd,TA,No,Rec,495,GasA,TA,N,FuseF,0,4,2,TA,8,Typ,0,No,Attchd,Unf,2,TA,Y,0,0,8,WD,Normal,145000,61,57,2442,2937,2.0,0
160,RM,24.0,1300,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,276,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,5,WD,Normal,124000,29,29,1514,1790,1.5,150
20,RL,70.0,7420,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,640,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Detchd,Fin,2,TA,Y,0,0,4,WD,Normal,132000,45,45,1474,2114,1.0,0
